Michael	M	14088	2016	74
Elizabeth	F	1939	1880	73
Elizabeth	F	1852	1881	73
Elizabeth	F	2186	1882	73
Elizabeth	F	2255	1883	73
Elizabeth	F	2549	1884	73
Elizabeth	F	2582	1885	73
Elizabeth	F	2680	1886	73
Elizabeth	F	2681	1887	73
Elizabeth	F	3224	1888	73
Elizabeth	F	3058	1889	73
Elizabeth	F	3112	1890	73
Elizabeth	F	3059	1891	73
Elizabeth	F	3461	1892	73
Elizabeth	F	3360	1893	73
Elizabeth	F	3425	1894	73
Elizabeth	F	3603	1895	73
Elizabeth	F	3471	1896	73
Elizabeth	F	3442	1897	73
Elizabeth	F	3659	1898	73
Elizabeth	F	3287	1899	73
Elizabeth	F	4096	1900	73
Elizabeth	F	3216	1901	73
Elizabeth	F	3694	1902	73
Elizabeth	F	3723	1903	73
Elizabeth	F	3833	1904	73
Elizabeth	F	4121	1905	73
Elizabeth	F	4321	1906	73
Elizabeth	F	4624	1907	73
Elizabeth	F	4904	1908	73
Elizabeth	F	5176	1909	73
Elizabeth	F	5800	1910	73
Elizabeth	F	6298	1911	73
Elizabeth	F	8528	1912	73
Elizabeth	F	9505	1913	73
Elizabeth	F	11367	1914	73
Elizabeth	F	14103	1915	73
Elizabeth	F	14939	1916	73
Elizabeth	F	15131	1917	73
Elizabeth	F	15853	1918	73
Elizabeth	F	15287	1919	73
Elizabeth	F	15910	1920	73
Elizabeth	F	15800	1921	73
Elizabeth	F	15242	1922	73
Elizabeth	F	15461	1923	73
Elizabeth	F	13935	1925	73
Elizabeth	F	19528	1980	73
Elizabeth	F	20173	1981	73
Elizabeth	F	20514	1982	73
Elizabeth	F	19842	1983	73
Elizabeth	F	20364	1984	73
Elizabeth	F	20541	1985	73
Elizabeth	F	19072	1986	73
Elizabeth	F	18607	1987	73
Elizabeth	F	20038	1988	73
Elizabeth	F	20295	1989	73
Elizabeth	F	20744	1990	73
Elizabeth	F	20392	1991	73
Elizabeth	F	19032	1992	73
Elizabeth	F	17557	1993	73
Elizabeth	F	16782	1994	73
Elizabeth	F	16185	1995	73
Elizabeth	F	15998	1996	73
Elizabeth	F	15423	1997	73
Elizabeth	F	15187	1998	73
Elizabeth	F	15345	1999	73
Elizabeth	F	15099	2000	73
Elizabeth	F	14786	2001	73
Elizabeth	F	14103	2003	73
Elizabeth	F	13561	2004	73
Elizabeth	F	13056	2007	73
Elizabeth	F	12008	2008	73
Elizabeth	F	9708	2012	73
Elizabeth	F	9454	2013	73
Joseph	M	2632	1880	70
Joseph	M	2456	1881	70
Joseph	M	2670	1882	70
Joseph	M	2515	1883	70
Joseph	M	2707	1884	70
Joseph	M	2540	1885	70
Joseph	M	2594	1886	70
Joseph	M	2456	1887	70
Joseph	M	2993	1888	70
Joseph	M	2729	1889	70
Joseph	M	2670	1890	70
Joseph	M	2572	1891	70
Joseph	M	3064	1892	70
Joseph	M	2997	1893	70
Joseph	M	2977	1894	70
Joseph	M	2992	1895	70
Joseph	M	3051	1896	70
Joseph	M	2827	1897	70
Joseph	M	3171	1898	70
Joseph	M	2679	1899	70
Joseph	M	3714	1900	70
Joseph	M	2766	1901	70
Joseph	M	3098	1902	70
Joseph	M	3121	1903	70
Joseph	M	3291	1904	70
Joseph	M	3302	1905	70
Joseph	M	3527	1906	70
Joseph	M	3844	1907	70
Joseph	M	4162	1908	70
Joseph	M	4348	1909	70
Joseph	M	5228	1910	70
Joseph	M	6488	1911	70
Joseph	M	12062	1912	70
Joseph	M	14471	1913	70
Joseph	M	18829	1914	70
Joseph	M	23052	1915	70
Joseph	M	23883	1916	70
Joseph	M	24762	1917	70
